Year,Moments
1991,"In April 1990, the space shuttle Discovery placed the Hubble Space Telescope into orbit."
1991,"On May 16, 1990, Jim Henson, creator of the Muppets, died in New York City."
1991,"In June 1990, Universal Studios Florida opened to the public."
1991,"In July 1990, President George H.W. Bush signed the Americans with Disabilities Act of 1990, designed to protect disabled Americans from discrimination and require public buildings to be made handicapped accessible."
1991,"On October 3, 1990, East Germany and West Germany reunified into a single Germany."
1991,"In October 1990, a Usenet database for movie buffs was launched. Five years later, it was named IMDb."
1991,"On October 14, 1990, Leonard Bernstein died in New York City."
1991,"In December 1990, Slobodan Milosevic became president of Serbia."
1991,"Special Acheivement Award-To Eric Brevig, Rob Bottin, Tim McGovern and Alex Funke for Visual Effects, “Total Recall.”"
1991,"Honorary Award-To Sophia Loren, one of the genuine treasures of world cinema who, in a career rich with memorable performances, has added permanent luster to our art form."
1991,"Honorary Award-To Myrna Loy, in recognition of her extraordinary qualities both on screen and off, with appreciation for a lifetime’s worth of indelible performances."
1991,"Irving G. Thalberg Memorial Award-To David Brown and Richard D. Zanuck."
1992,"Best Picture: The Silence of the Lambs"
1992,"The Silence of the Lambs also won Academy Awards for Best Actor (Anthony Hopkins), Best Actress (Jodie Foster), Directing (Jonathan Demme), and Writing – Screenplay based on material from another medium (Ted Tally)."
1992,"The Silence of the Lambs was the first film since One Flew over the Cuckoo’s Nest (1975) to sweep the Best Actor, Best Actress, Directing, Writing and Best Picture categories."
1992,"Billy Crystal was the host. For his first entrance, he was wheeled on stage strapped to a dolly, wearing a replica of the Hannibal Lecter mask Anthony Hopkins had worn in The Silence of the Lambs."
1992,"When Jack Palance won Best Supporting Actor for City Slickers, he delighted the audience by doing some one-armed pushups on stage."
1992,"Alan Menken won for Original Score and Original Song, both written for Disney’s Beauty and the Beast. Menken co-wrote the title song with lyricist Howard Ashman."
1992,"Beauty and the Beast was the first fully animated feature to receive a Best Picture nomination. (Mary Poppins, in 1964, was partially animated.)"
1992,"Jodie Foster won her second Oscar in four years."
1992,"Robert Richardson won the Oscar for Cinematography (JFK) and became the first American cinematographer to win in that category in 15 years since Haskell Wexler’s 1976 award for Bound for Glory."
1992,"In January 1991, serial killer Aileen Wuornos was arrested."
1992,"In February 1991, the state of Michigan barred Dr. Jack Kevorkian from using his suicide machine."
1992,"On March 3, 1991, amateur video captured the prolonged beating of Rodney King, an African-American motorist, by several white Los Angeles Police Department officers who hit, stomped, and kicked him after he’d led them on a high-speed chase."
1992,"On April 1, 1991, Comedy Central was launched."
1992,"In May 1991, Queen Elizabeth II became the first British monarch to address the United States Congress."
1992,"In June 1991, President Zachary Taylor’s body was exhumed to ascertain if his death on July 9, 1850, had been caused by arsenic poisoning. No trace of arsenic was found."
1992,"On September 6, 1991, the name Saint Petersburg was restored to Russia’s second largest city, which had been renamed Leningrad in 1924."
1992,"On September 22, 1991, the Huntington Library in San Marino, California made a master set of microfilm negatives of the Dead Sea Scrolls available for viewing by the public for the first time. Previously, the scrolls had been available only to an extremely limited number of researchers."
1992,"In October 1991, law professor Anita Hill testified before the U.S. Senate Judiciary Committee and accused Supreme Court nominee Clarence Thomas of sexual harassment."
1992,"On November 7, 1991, basketball legend Earvin Magic Johnson announced his retirement from the Los Angeles Lakers, after testing positive for HIV. Johnson was one of the first sports stars to go public about his HIV-positive status."
1992,"On December 25, 1991, Mikhail Gorbachev officially resigned as president of the defunct Soviet Union and handed power over to Boris Yeltsin, the Russian president and leader of the new Commonwealth of Independent States."
1992,"Honorary Award-To Satyajit Ray, in recognition of his rare mastery of the art of motion pictures, and of his profound humanitarian outlook, which has had an indelible influence on filmmakers and audiences throughout the world."
1992,"Irving G. Thalberg Memorial Award-To George Lucas."
1993,"Best Picture: Unforgiven"
1993,"Unforgiven also won Academy Awards for Best Supporting Actor (Gene Hackman), Directing (Clint Eastwood), and Film Editing (Joel Cox)."
1993,"Clint Eastwood was the fourth actor in Oscar history to win an Academy Award for directing a movie in which he also starred. The others were Woody Allen for “Annie Hall” in 1977, Warren Beatty for Reds in 1981, and Kevin Costner for Dances With Wolves in 1990."
1993,"Al Pacino won his first Oscar, having earned six prior nominations. For 1992, he was nominated both as Best Supporting Actor in “Glengarry Glen Ross” and Best Actor in “Scent of a Woman.” He won for Best Actor."
1993,"For the second year in a row, Alan Menken won two Oscars, one for Original Score and one for Original Song, for Disney’s “Aladdin.” Menken co-wrote “A Whole New World” with lyricist Tim Rice."
1993,"Elizabeth Taylor and Audrey Hepburn both received Jean Hersholt Humanitarian Awards."
1993,"Billy Crystal was the host. He made his entrance onto the stage with a whip in his hand, riding atop a giant Oscar pulled by Jack Palance."
1993,"On April 2, 1992, mobster John Gotti, who had been nicknamed the Teflon Don for eluding several earlier convictions, was found guilty of 13 federal charges, including murder and racketeering, by a New York jury."
1993,"On April 12, 1992, Euro Disneyland opened in Paris."
1993,"On April 29, 1992, the four Los Angeles police officers who had been videotaped while beating Rodney King were acquitted of assault charges, sparking violent riots in major cities around the U.S. In Los Angeles, the riots lasted for three days and caused 53 deaths, 4,000 injuries, 12,000 arrests, and more than 3,000 fires throughout the city."
1993,"On May 19, 1992, Amy Fisher shot Mary Jo Buttafuoco, wife of Joey Buttafuoco, in Massapequa, New York."
1993,"On May 22, 1992, Johnny Carson retired as host of “The Tonight Show Starring Johnny Carson.” On May 25, 1992, Jay Leno presided over the first episode of “The Tonight Show with Jay Leno.”"
1993,"In June 1992, Vice President Dan Quayle erroneously corrected a student's spelling of the word “potato” at an elementary school spelling bee in New Jersey. Quayle indicated that “potato” should have an “e” at the end."
1993,"On September 20, 1992, quarterback Brett Favre made his first start with the Green Bay Packers."
1993,"On October 3, 1992, after her a cappella performance of the song “War” on “Saturday Night Live,” Sinéad O’Connor tore up a photograph of Pope John Paul II to protest alleged sexual abuse of children by Catholic priests."
1993,"On November 3, 1992, Bill Clinton defeated incumbent president George H.W. Bush and independent candidate Ross Perot in the U.S. presidential election."
1993,"On December 9, 1992, British Prime Minister John Major announced the formal separation of Charles, Prince of Wales, and his wife, Princess Diana."
1993,"Jean Hersholt Humanitarian Award-To Audrey Hepburn."
1993,"Jean Hersholt Humanitarian Award-To Elizabeth Taylor."
1993,"Honorary Award-To Federico Fellini in recognition of his place as one of the screen’s master storytellers."
1994,"Best Picture: Schindler's List"
1994,"Schindler's List also won Academy Awards for Art Direction-Set Decoration (Allan Starski and Ewa Braun), Cinematography (Janusz Kaminski), Directing (Steven Spielberg), Film Editing (Michael Kahn), Music – Original Score (John Williams), and Writing – Screenplay based on material previously produced or published (Steven Zaillian)."
1994,"After winning his first Academy Award for Best Picture for Schindler’s List, Steven Spielberg said, This is the best drink of water after the longest drought in my life."
1994,"Two films directed by Spielberg won a total of 10 awards: seven for Schindler’s List and three for Jurassic Park."
1994,"All four of the year’s acting winners were first-time Academy Award winners. Tom Hanks won Best Actor for “Philadelphia,” Holly Hunter won Best Actress for “The Piano,” Tommy Lee Jones won Best Supporting Actor for “The Fugitive,” and eleven-year-old Anna Paquin won Best Supporting Actress for The Piano."
1994,"Tom Hanks gave a passionate acceptance speech in which he paid homage to a gay teacher, Rawley Farnsworth, from his high school. The situation was later used as the basis of the 1997 comedy In & Out, in which a joyful Oscar winner, during his acceptance speech in front of millions, inadvertently outs a teacher."
1994,"Whoopi Goldberg was the host. She became the first woman and first African American to serve as the solo host of an Oscar show."
1994,"Bruce Springsteen performed “Streets of Philadelphia,” a song he composed for “Philadelphia,” which went on to win the Original Song category."
1994,"On January 31, 1993, the Dallas Cowboys beat the Buffalo Bills (52-17) in Super Bowl XXVII. The Buffalo Bills became the first team to lose three consecutive Super Bowls."
1994,"On February 26, 1993, a bomb exploded in a parking garage of the World Trade Center in New York City. Although the bomb failed to critically damage the main structure of the skyscrapers, six people were killed and more than 1,000 were injured."
1994,"In March 1993, Janet Reno was confirmed by the U.S. Senate, becoming the first female Attorney General of the United States."
1994,"On April 22, 1993, the United States Holocaust Memorial Museum was officially dedicated in Washington, D.C. When the museum was opened to the public on April 26, the Dalai Lama was the first visitor."
1994,"On April 30, 1993, top-ranked women’s tennis player Monica Seles was stabbed by a deranged German man during a match in Hamburg. The assailant, a fan of German tennis star Steffi Graf, confessed his hope that by injuring Seles, he would enable Graf to regain her No. 1 ranking."
1994,"On July 19, 1993, President Clinton officially endorsed a compromise to effect the elimination of the 50-year ban on homosexuals serving in the military. In order to allow homosexual men and women to serve, a new policy of “Don’t Ask, Don’t Tell, Don’t Pursue,” which was recommended by Defense Secretary Les Aspin, was adopted by the military."
1994,"In August 1993, in order to raise funds to repair the fire-damaged Windsor Castle, public tours of the State Apartments of Buckingham Palace were held for the first time. The tours included the throne room, the state dining room, and the picture gallery."
1994,"On August 17, 1993, the Los Angeles Police Department began a criminal investigation of pop star Michael Jackson after receiving information that he allegedly had molested a 13-year-old boy."
1994,"In October 1993, Toni Morrison became the first African-American woman to receive the Nobel Prize in literature."
1994,"On November 30, 1993, President Clinton signed the Brady Handgun Violence Protection Act (the “Brady Bill”) into law, which required individuals seeking to purchase a gun from a licensed dealer to wait for five business days so that  a criminal background check could be conducted."
1994,"On December 27, 1993, President Clinton signed the North American Free Trade Agreement (NAFTA) into law."
1994,"Jean Hersholt Humanitarian Award-To Paul Newman."
1994,"Honorary Award-To Deborah Kerr, in appreciation for a full career’s worth of elegant and beautifully crafted performances."
1995,"Best Picture: Forrest Gump"
1995,"Forrest Gump also won Academy Awards for Best Actor (Tom Hanks), Directing (Robert Zemeckis), Film Editing (Arthur Schmidt), Visual Effects (Ken Ralston, George Murphy, Stephen Rosenbaum, and Allen Hall), and Writing – Screenplay based on material previously produced or published (Eric Roth)."
1995,"Tom Hanks was the first performer to win back-to-back Academy Awards for Best Actor since Spencer Tracy won in 1937 and 1938."
1995,"For the fifth time in Academy history there was a tie: in the Live Action Short Film category, Franz Kafka’s It’s a Wonderful Life and Trevor received exactly the same number of votes so both films were named winners."
1995,"David Letterman was the host."
1995,"Australian costume design nominee Lizzy Gardiner (“The Adventures of Priscilla, Queen of the Desert”) wore a dress made out of American Express Gold Cards. She and co-nominee Tim Chappel won the award."
1995,"On January 6, 1994, top-ranked figure skater Nancy Kerrigan was hit on the right knee after a practice session held in Detroit, two days before the Olympic trials. After his arrest, her assailant confessed to acting on orders from the ex-husband of Kerrigan’s main rival, Tonya Harding. Soon after, at the Winter Olympics in Lillehammer, Norway, Kerrigan won the silver medal, while Harding finished in eighth place."
1995,"On January 17, 1994, an earthquake measuring 6.6 on the Richter scale rocked the Los Angeles area, killing 60, injuring more than 7,000, and damaging more than 5,000 buildings."
1995,"In February 1994, Edvard Munch’s painting “The Scream” was stolen from a gallery in Oslo. The painting was recovered undamaged three months later."
1995,"On April 8, 1994, grunge rock icon Kurt Cobain was found dead in his home in Seattle, Washington. He had committed suicide three days earlier."
1995,"On May 6, 1994, Queen Elizabeth II and French President François Mitterrand formally opened the Channel Tunnel, known as the Chunnel, in a ribbon-cutting ceremony in France, while Eurotunnel officials presided over the festivities in England."
1995,"On May 10, 1994, dignitaries from around the world celebrated the inauguration of Nelson Mandela, the first black president of South Africa. Mandela, who had been imprisoned by the South African government for over 27 years, used his inaugural address to urge his fellow citizens to allow the wounds of the past to heal."
1995,"In June 1994, Nicole Brown Simpson, ex-wife of former football player O.J. Simpson, and her friend Ron Goldman were stabbed to death outside Nicole's home in Brentwood, California. Simpson became the chief suspect."
1995,"On June 17, 1994, television news helicopters followed as police cars pursued Simpson, who was in a white Ford Bronco, on an hour-long “slow-speed chase” after he failed to turn himself in to authorities. Simpson was charged with two counts of murder upon being apprehended."
1995,"In August 1994, Major League Baseball players went on strike. It lasted until April 25, 1995, resulting in the World Series being canceled for the first time in 90 years."
1995,"In November 1994, former president Ronald Reagan wrote a letter to the American people announcing his diagnosis of Alzheimer’s disease."
1995,"On December 11, 1994, Russian President Boris Yeltsin ordered heavily armed military troops to invade Chechnya, which was seeking independence from the Russian commonwealth."
1995,"Jean Hersholt Humanitarian Award-To Quincy Jones."
1995,"Honorary Award-To Michelangelo Antonioni in recognition of his place as one of the cinema’s master visual stylists."
1995,"Irving G. Thalberg Memorial Award-To Clint Eastwood."
1996,"Best Picture: Braveheart"
1996,"Braveheart also won Academy Awards for Cinematography (John Toll), Directing (Mel Gibson), Makeup (Peter Frampton, Paul Pattison, and Lois Burwell), and Sound Effects Editing (Lon Bender and Per Hallberg)."
1996,"All four of the year’s acting winners were first-time Academy Award winners. Nicolas Cage won Best Actor for Leaving Las Vegas, Susan Sarandon won Best Actress for Dead Man Walking, Kevin Spacey won Best Supporting Actor for The Usual Suspects, and Mira Sorvino won Best Supporting Actress for Mighty Aphrodite."
1996,"Whoopi Goldberg was the host."
1996,"Emma Thompson won the award for adapted screenplay for her script of Jane Austen’s “Sense and Sensibility.” She said, “I went to visit Jane Austen’s grave in Winchester Cathedral to pay my respects…and to tell her about the grosses. I don’t know how she would react to an evening like this, but I do hope, I do hope she knows how big she is in Uruguay.”"
1996,"Christopher Reeve, who in 1995 had been paralyzed from a horseback riding accident, made a surprise appearance on the show. From his wheelchair on stage, he introduced a selection of film clips that dealt with social issues. He challenged filmmakers “to do more, to take risks, to tackle the issues.”"
1996,"In February 1995, Stapleton Airport closed in Denver, Colorado, and was replaced by the new Denver International Airport."
1996,"On March 16, 1995, Mississippi ratified the Thirteenth Amendment, becoming the last state to approve the abolition of slavery."
1996,"On March 31, 1995, singer Selena Quintanilla-Pérez was killed by Yolanda Saldívar, the president of her fan club."
1996,"On April 19, 1995, Timothy McVeigh set off a truck bomb at the Alfred P. Murrah Federal Building in downtown Oklahoma City. The blast collapsed one side of the nine-story building, killing 168 people. He was arrested on April 21."
1996,"In June 1995, O.J. Simpson was asked during his trial to try on a pair of bloodstained gloves, one of which had been found at the crime scene where Nicole Brown Simpson and Ron Goldman were killed. The other was found outside Simpson’s home. The gloves appeared to be too tight, which caused defense attorney Johnnie Cochran to utter the famous line, “If it doesn’t fit, you must acquit” during his closing arguments. On October 3, Simpson was acquitted."
1996,"In July 1995, the Korean War Veterans Memorial was dedicated in Washington, D.C."
1996,"In September 1995, eBay was founded in California."
1996,"On September 19, 1995, a manifesto by the Unabomber, an anti-technology terrorist, was published by The New York Times and Washington Post in the hope that someone would recognize the person who, for 17 years, had been sending homemade bombs through the mail that had killed and maimed innocent people around the United States. After reading the manifesto, David Kaczynski linked the writing style to that of his older brother Ted, who was later convicted of the attacks and sentenced to life in prison without parole."
1996,"On October 16, 1995, more than 400,000 African-American men met on the Mall in Washington, D.C., for the Million Man March. The event was conceived by Nation of Islam leader Louis Farrakhan and remains one of the largest gatherings in D.C. history."
1996,"In November 1995, Buena Vista Pictures released Pixar’s “Toy Story,” the first feature-length, computer- animated film. John Lasseter received a Special Achievement Award from the Academy for his inspired leadership that resulted in the movie."
1996,"In December 1995, Jean-Dominique Bauby, the editor-in-chief of French Elle, suffered a massive stroke and was left with a condition called locked-in syndrome. Bauby’s memoir about his life after the stroke, The Diving Bell and the Butterfly, was published in 1997."
1996,"Special Achievement Award-To John Lasseter, for his inspired leadership of the Pixar “Toy Story” team, resulting in the first feature-length computer-animated film."
1996,"Honorary Award-To Kirk Douglas, for fifty years as a creative and moral force in the motion picture community."
1996,"Honorary Award-To Chuck Jones, for the creation of classic cartoons which have brought worldwide joy for more than half a century."
1997,"Best Picture: The English Patient"
1997,"The English Patient also won Academy Awards for Best Supporting Actress (Juliette Binoche), Art Direction-Set Decoration (Stuart Craig and Stephenie McMillan), Cinematography (John Seale), Costume Design (Ann Roth), Directing (Anthony Minghella), Film Editing (Walter Murch), Music – Original Dramatic Score (Gabriel Yared), and Sound (Walter Murch, Mark Berger, David Parker, and Chris Newman)."
1997,"Three of the winners in the acting categories were first-time nominees: Juliette Binoche won Best Supporting Actress for The English Patient, Geoffrey Rush won Best Actor for Shine, and Cuba Gooding Jr. won Best Supporting Actor for Jerry Maguire. Frances McDormand, who won Best Actress for Fargo, had been nominated in 1988 for Best Supporting Actress for “Mississippi Burning.”"
1997,"Saul Zaentz, the producer of Best Picture winner The English Patient, became the second person to have produced three Best Picture winners since 1951. Zaentz’s other winners were “ne Flew over the Cuckoo’s Nest in 1975 and Amadeus in 1984. Sam Spiegel preceded him in the accomplishment."
1997,"Zaentz also received the Irving G. Thalberg Memorial Award at the 69th Academy Awards ceremony."
1997,"Former heavyweight boxing champion Muhammad Ali, suffering from Parkinson’s disease, came to the stage with fellow champion George Foreman after the Academy Award for Feature Documentary went to “When We Were Kings,” which profiled the 1974 Ali-Foreman championship bout in Zaire."
1997,"Billy Crystal returned as the master of ceremonies. The show opened with a specially produced video that, with the help of special effects, inserted Crystal into key scenes from some of the year’s nominated films."
1997,"In January 1996, American troops entered Northern Bosnia as part of the NATO peacekeeping force trying to end the conflict between Bosnian Serbs and Muslims."
1997,"On April 11, 1996, seven-year-old Jessica Dubroff was killed in a crash near Cheyenne, Wyoming, while attempting to set a record as the youngest person to pilot an airplane across the United States."
1997,"In May 1996, Swede Göran Kropp reached the Mount Everest summit alone and without oxygen. Kropp first bicycled from Stockholm, Sweden, to Nepal, and then biked home after his achievement."
1997,"On June 8, 1996, Steffi Graf defeated Arantxa Sánchez Vicario in the longest ever women's final at the French Open, winning her 19th Grand Slam singles title. The match lasted over 3 hours and consisted of 40 games."
1997,"On June 26, 1996, Irish crime reporter Veronica Guerin was shot and killed in her car in Dublin, Ireland."
1997,"In July 1996, Lyle and Erik Menendez were sentenced to life in prison without the possibility of parole as a result of their convictions for the 1989 murder of their parents, José and Kitty."
1997,"On July 19, 1996, the Summer Olympics opened in Atlanta, GA. The U.S. women’s gymnastics team, nicknamed the “Magnificent 7,” won its first ever team gold on July 23."
1997,"In August 1996, Charles, Prince of Wales, and his wife, Princess Diana, formally divorced after four years of separation."
1997,"On November 5, 1996, President Clinton defeated challenger Bob Dole in the U.S. presidential election."
1997,"On November 26, 1996, the Sands Hotel & Casino in Las Vegas was imploded. The Venetian Resort Hotel Casino now stands on the site."
1997,"On December 26, 1996, six-year-old JonBenet Ramsey was found dead in the basement of her parents’ Boulder, Colorado home."
1997,"In December 1996, the statuette that Clark Gable won for “It Happened One Night” (1934) was anonymously purchased at an auction for more than $600,000. The buyer turned out to be Steven Spielberg, who returned the statuette to the Academy."
1997,"Honorary Award-To Michael Kidd in recognition of his services to the art of the dance in the art of the screen."
1997,"Irving G. Thalberg Memorial Award-To Saul Zaentz."
1998,"Best Picture: Titanic"
1998,"Titanic also won Academy Awards for Art Direction-Set Decoration (Peter Lamont and Michael Ford), Cinematography (Russell Carpenter), Costume Design (Deborah L. Scott), Directing (James Cameron), Film Editing (Conrad Buff, James Cameron, and Richard A. Harris), Music – Original Dramatic Score (James Horner), Music – Original Song (“My Heart Will Go On,” James Horner, music, and Will Jennings, lyrics), Sound (Gary Rydstrom, Tom Johnson, Gary Summers, and Mark Ulano), Sound Effects Editing (Tom Bellfort and Christopher Boyes), and Visual Effects (Robert Legato, Mark Lasoff, Thomas L. Fisher, and Michael Kanfer)."
1998,"“Titanic” received 14 nominations, which tied it with 1950’s “All about Eve” for the most nominations ever earned by a single film."
1998,"“Titanic” won 11 Academy Awards, which tied the record for wins set by “Ben-Hur” in 1959."
1998,"For only the third time in Academy history, the year’s Oscar-winning song (“My Heart Will Go On”) was from the movie that won Best Picture. The two previous instances were “Swinging on a Star” from “Going My Way” in 1944 and “Gigi” from “Gigi” in 1958."
1998,"Billy Crystal was the host. For the second year in a row, he had himself edited into some of the key scenes of the year’s movies."
1998,"The show pulled the largest audience of any Oscar telecast to date with an estimated 87 million people watching in the United States."
1998,"Jack Nicholson and Helen Hunt won Best Actor and Best Actress for “As Good as It Gets,” marking the seventh time in 70 years that the leading actor and actress from the same film received the Oscars."
1998,"Ben Affleck and Matt Damon won Oscars for their original screenplay for “Good Will Hunting.”"
1998,"As a special salute to the Academy’s 70th anniversary year, 70 previous winners of Academy Awards for acting were gathered together on stage."
1998,"On January 23, 1997, Madeleine Albright became the first female Secretary of State."
1998,"On March 22, 1997, 14-year-old Tara Lipinski became the youngest women’s world figure skating champion."
1998,"On April 27, 1997, Andrew Cunanan killed Jeffrey Trail by bludgeoning him in Minneapolis, Minnesota. Thus began a murderous rampage that claimed the lives of five people, including designer Gianni Versace. On July 23, Cunanan killed himself on a houseboat in Miami Beach."
1998,"On May 1, 1997, Labour Party leader Tony Blair was elected prime minister of Great Britain, ending 18 years of control by the Conservative Party. At 43 years old, Blair was the youngest prime minister since 1812."
1998,"In June 1997, J.K. Rowling’s first novel, Harry Potter and the Philosopher’s Stone, was published in the U.K."
1998,"In July 1997, the F.W. Woolworth Company announced that it was closing its remaining U.S. stores after 117 years of business."
1998,"On August 31, 1997, Diana, Princess of Wales, was killed during an early morning car accident in Paris. She was 36 years old. On September 6, over a million people gathered in London to watch her coffin being transported to Westminster Abbey, where Elton John sang a revised version of “Candle in the Wind,” the song he co-wrote with Bernie Taupin. An estimated 2.5 billion people worldwide watched televised broadcasts of the service."
1998,"On November 19, 1997, Bobbi McCaughey gave birth to septuplets in the second known case where all seven babies were born alive, and the first in which all survived infancy."
1998,"Honorary Award-To Stanley Donen in appreciation of a body of work marked by grace, elegance, wit and visual innovation."
1999,"Best Picture: Shakespeare in Love"
1999,"Shakespeare in Love also won Academy Awards for Best Actress (Gwyneth Paltrow), Best Supporting Actress (Judi Dench), Art Direction-Set Decoration (Martin Childs and Jill Quertier), Costume Design (Sandy Powell), Music – Original Musical or Comedy Score (Stephen Warbeck), and Writing – Screenplay written directly for the screen (Marc Norman and Tom Stoppard)."
1999,"Cate Blanchett was nominated for her performance as Queen Elizabeth I in Elizabeth and Judi Dench was nominated and won for her performance as Queen Elizabeth I in Shakespeare in Love. Only once before in Oscar history had two actresses been nominated in the same year for playing the same character.  That was in 1997, when Kate Winslet and Gloria Stuart were both nominated for playing the character of Rose in Titanic."
1999,"Life Is Beautiful became the second film in Academy history to be nominated both as Best Picture and Best Foreign Language Film in the same year. Like 1969’s “Z,” Life Is Beautiful won in the foreign language film category."
1999,"Italy’s Roberto Benigni won Best Actor for Life Is Beautiful, making him the second performer to be honored for work in a foreign language film, the first being Sophia Loren in 1961’s Two Women."
1999,"He was also the second performer to direct himself to a Best Actor statuette, the first being Laurence Olivier in 1948’s “Hamlet.”"
1999,"Whoopi Goldberg was the host. She opened the show in Elizabethan wardrobe and identified herself as the African Queen."
1999,"For the first time in the Awards’ history, the ceremony took place on a Sunday."
1999,"On January 1, 1998, the ban on smoking in all California bars, casinos, and nightclubs took effect."
1999,"On January 26, 1998, during an unrelated, televised White House event, President Bill Clinton denied having sexual relations with former intern Monica Lewinsky."
1999,"On February 15, 1998, Dale Earnhardt won the Daytona 500 for the first time, after 19 prior attempts. Three years later, he died in a last-lap crash at Daytona."
1999,"In March 1998, the Food and Drug Administration (FDA) approved use of the drug Viagra."
1999,"On April 15, 1998, former Cambodian dictator Pol Pot died."
1999,"In April 1998, Disney’s Animal Kingdom theme park at Walt Disney World Resort opened to the public."
1999,"In May 1998, 23-year-old Bear Grylls became the youngest British climber to scale Mount Everest, 18 months after breaking his back in three places. His record stood for only one year."
1999,"On June 8, 1998, Charlton Heston was elected president of the National Rifle Association."
1999,"On September 4, 1998, Google was incorporated by Stanford University graduate students Larry Page and Sergey Brin."
1999,"On October 29, 1998, John Glenn became the oldest man to fly in space, on Mission STS-95 aboard the space shuttle Discovery."
1999,"On November 3, 1998, former professional wrestler Jesse Ventura was elected governor of Minnesota."
1999,"On December 19, 1998, President Bill Clinton became the second president in U.S. history to be impeached when the House of Representatives voted to confirm two articles of impeachment against him. Although he was charged with perjury for misleading a federal grand jury and with obstructing justice, Clinton refused to resign and his trial began on January 7, 1999."
1999,"Honorary Award-To Elia Kazan in recognition of his indelible contributions to the art of motion picture direction."
1999,"Irving G. Thalberg Memorial Award-To Norman Jewison."
2000,"Best Picture: American Beauty"
2000,"American Beauty also won Academy Awards for Best Actor (Kevin Spacey), Cinematography (Conrad L. Hall), Directing (Sam Mendes), and Writing – Screenplay written directly for the screen (Alan Ball)."
2000,"Kevin Spacey became the 10th performer to win Oscars in both the lead and supporting categories, following Helen Hayes, Jack Lemmon, Ingrid Bergman, Maggie Smith, Robert De Niro, Meryl Streep, Jack Nicholson, Gene Hackman, and Jessica Lange."
2000,"Kevin Spacey dedicated his Oscar to Jack Lemmon with whom he’d worked in 1992’s Glengarry Glen Ross. Lemmon, said Spacey, was “the man who inspired my performance. A man who has been my friend and my mentor and, since my father died, a little bit like my father…. Wherever you are, thank you, thank you, thank you.”"
2000,"Angelina Jolie won Best Supporting Actress for Girl, Interrupted. It was her first nomination and award. Her father, Jon Voight, won Best Actor for 1978’s Coming Home. The only previous father-daughter pair of acting Oscar winners had been the Fondas – daughter Jane in 1971 and 1978, and father Henry in 1981."
2000,"Billy Crystal was the host for the seventh time."
2000,"Richard D. Zanuck and his wife, Lili Fini Zanuck, produced the show. Lili Fini Zanuck was the first woman to produce the event."
2000,"On January 7, 1999, the second ever impeachment trial of a U.S. president began when President Bill Clinton faced charges of perjury and obstruction of justice. The proceedings, which took place over five weeks, ended when the Senate voted on February 12 to acquit the president of both charges. Afterward, President Clinton stated that he was “profoundly sorry” for his actions and words."
2000,"On February 20, 1999, film critic Gene Siskel died from a delayed reaction to a May 1998 surgery for a cancerous brain tumor."
2000,"On April 20, 1999, Eric Harris and Dylan Klebold used homemade explosives and numerous firearms in an assault on Columbine High School in Littleton, Colorado. The teenaged gunmen killed 12 students and one teacher and wounded at least two dozen others before committing suicide in a rampage that remains one of the deadliest school shootings in U.S. history. The incident provoked heated nationwide debates about gun control, school safety, and the attackers’ possible motivations."
2000,"In May 1999, Leonardo da Vinci’s “The Last Supper” was once again made available for unobstructed public viewing in Milan after 20 years of restoration."
2000,"On July 10, 1999, after playing for 120 minutes with neither side scoring, the U.S. women’s soccer team defeated China 5-4 in a penalty kick shootout. Defender Brandi Chastain scored the game-winning goal, which netted the American team their second Women’s World Cup, at the Rose Bowl in front of the largest ever crowd to watch a women’s sporting event."
2000,"On July 16, 1999, the small plane piloted by novice flyer John F. Kennedy Jr. crashed in the Atlantic Ocean near Martha’s Vineyard, Massachusetts, killing Kennedy, his wife, Carolyn Bessette Kennedy, and his sister-in-law, Lauren Bessette."
2000,"On July 25, 1999, Lance Armstrong won his first Tour de France, becoming only the second American to win the race."
2000,"In November 1999, Exxon and Mobil completed their $81 billion merger to form the ExxonMobil Corporation."
2000,"On December 31, 1999, the U.S. turned over administration of the Panama Canal to the Panamanian government. Former U.S. president Jimmy Carter, who signed the 1977 treaty transferring eventual control of the canal, attended a December 14 symbolic ceremony on behalf of the American government."
2000,"Honorary Award-To Andrzej Wajda in recognition of five decades of extraordinary film direction."
2000,"Irving G. Thalberg Memorial Award-To Warren Beatty."
2001,"Best Picture: Gladiator"
2001,"Gladiator also won Academy Awards for Best Actor (Russell Crowe), Costume Design (Janty Yates), Sound (Scott Millan, Bob Beemer, and Ken Weston), and Visual Effects (John Nelson, Neil Corbould, Tim Burke, and Rob Harvey)."
2001,"Steven Soderbergh received two of the five directing category nominations, for “Erin Brockovich” and “Traffic,” both of which were also Best Picture nominees. This had happened only once before, in 1938, when Michael Curtiz was nominated for directing Angels with Dirty Faces and Four Daughters. Gladiator was the first film since 1949’s All the King’s Men to win Best Picture without winning for either Directing or Writing."
2001,"Taiwan’s Crouching Tiger, Hidden Dragon won the Oscar for Foreign Language Film. It earned 10 nominations in all and also won for Art Direction, Cinematography and Original Score. The four awards tied it with Fanny & Alexander (1983) as the foreign language film with the most wins."
2001,"Dino De Laurentiis received the Irving G. Thalberg Memorial Award."
2001,"Steve Martin was the host."
2001,"In January 2000, AOL announced plans to buy Time Warner, Inc. for roughly $165 billion, the largest corporate merger to date."
